iter	F1	Logloss
885	0.8777452585	0.157812026
886	0.8777583803	0.1577821795
887	0.8779342654	0.1577397728
888	0.8779080196	0.1576431019
889	0.8779710134	0.1575602005
890	0.8779841367	0.1575393594
891	0.8779605129	0.1574570638
892	0.878049759	0.1574120912
893	0.8780996266	0.1573403831
894	0.8782124746	0.1572839825
895	0.8783724867	0.157205615
896	0.8782859265	0.1571414646
897	0.8782728009	0.1570864988
898	0.8782859265	0.1570133878
899	0.8783121791	0.1569588205
900	0.8787239479	0.156875806
901	0.8788733656	0.1568212377
902	0.8790096144	0.156765493
903	0.8789964857	0.1567076775
904	0.8788969055	0.1566318194
905	0.878833981	0.1565609452
906	0.87878418	0.1564967765
907	0.8787343745	0.1564748277
908	0.8787343745	0.1563907255
909	0.8788104357	0.1563148954
910	0.8788969055	0.1562359358
911	0.87878418	0.1561736422
912	0.878833981	0.1561091566
913	0.878833981	0.1560777653
914	0.8789964857	0.1560213176
915	0.8792584884	0.1559354535
916	0.8793918612	0.1558533334
917	0.8796142747	0.1557880656
918	0.8797634234	0.155751108
919	0.8797634234	0.1557307837
920	0.8799125325	0.1556652686
921	0.879938792	0.155644779
922	0.8800278792	0.1555704133
923	0.8801769377	0.1554831221
924	0.8800410108	0.1554172603
925	0.8800644383	0.1553383857
926	0.8800644383	0.1553179143
927	0.8800775697	0.1552826751
928	0.8801535203	0.1552542605
929	0.8800644383	0.1551732739
930	0.880226615	0.1550983156
931	0.8802894204	0.1550625673
932	0.8804018866	0.1549968452
933	0.8803887534	0.1549443911
934	0.8805902568	0.1548680848
935	0.8807888196	0.154820417
936	0.8807785937	0.1547262362
937	0.8809274842	0.1546716045
938	0.8809902431	0.1546321038
939	0.8809902431	0.1546118831
940	0.8810398602	0.1545502507
941	0.8810894729	0.1544933628
942	0.8810398602	0.1544473476
943	0.8812281019	0.1543675408
944	0.8814133356	0.1543012991
945	0.8814891984	0.1542591339
946	0.8815124957	0.1541724204
947	0.8815023392	0.1541097247
948	0.881492181	0.1540392272
949	0.8817036303	0.1540032246
950	0.8816773449	0.153945895
951	0.8816540601	0.1538655945
952	0.8818027574	0.1537998464
953	0.8818027574	0.1537730451
954	0.8818786023	0.1537014689
955	0.8818786023	0.1536728707
956	0.8820504984	0.1535876899
957	0.8820636428	0.1535305248
958	0.8818786023	0.1534715719
959	0.8819777037	0.1534241813
960	0.8821990903	0.1533663793
961	0.8823476427	0.1532955018
962	0.8824698653	0.1532433178
963	0.8825951424	0.1531593034
964	0.8825951424	0.1530868184
965	0.8825587971	0.15304817
966	0.8825093015	0.1530284428
967	0.8825850902	0.1529678313
968	0.8825487411	0.1528795327
969	0.8825487411	0.152806181
970	0.8825982373	0.1527805437
971	0.8828093262	0.1526983662
972	0.8828356237	0.152665066
973	0.8829477183	0.1525898353
974	0.8830961035	0.1525009113
975	0.8831687046	0.1524476809
976	0.8832312987	0.1524014036
977	0.8832412886	0.1523311184
978	0.8832907235	0.1522248919
979	0.8834521518	0.1521169945
980	0.88351472	0.1520715405
981	0.8834521518	0.1520200034
982	0.883488419	0.1519687239
983	0.8836135421	0.151896959
984	0.8836629466	0.1518761806
985	0.8836991955	0.1517751941
986	0.8837979824	0.1517454742
987	0.8839230559	0.1516428864
988	0.8838111339	0.1515840082
989	0.8837748944	0.1515054269
990	0.8838143522	0.1514085416
991	0.883975669	0.1513504697
992	0.884025048	0.1512793347
993	0.884025048	0.1512610143
994	0.8840382024	0.1511869713
995	0.8842290416	0.1511048088
996	0.8842290416	0.1510386869
997	0.8842784088	0.1510024383
998	0.8843014565	0.1509381044
999	0.8842882995	0.1508749202
1000	0.8845087314	0.1508065943
1001	0.8845580673	0.150743811
1002	0.8846304122	0.150678037
1003	0.8847388976	0.150637896
1004	0.8846369653	0.1505127542
1005	0.8846008023	0.1504793381
1006	0.884686278	0.1504207808
1007	0.8846994323	0.1503866772
1008	0.8847487407	0.1503325068
1009	0.8847618956	0.1503039332
1010	0.8847618956	0.1502854555
1011	0.8849624205	0.1502108081
1012	0.8850609997	0.1501307684
1013	0.8850346857	0.1500299532
1014	0.8849985552	0.150005672
1015	0.8850346857	0.1499461826
1016	0.8852317906	0.1498681516
1017	0.8853303169	0.1498024587
1018	0.885271264	0.1497438623
1019	0.885271264	0.149671195
1020	0.8852317906	0.1496058358
1021	0.8853171596	0.1495416513
1022	0.885353259	0.1494894556
1023	0.8853434746	0.1493960206
