iter	F1	Logloss
107	0.7617328033	0.2739737541
108	0.7621750453	0.2733893683
109	0.7635970156	0.2726620807
110	0.7652421422	0.2721736075
111	0.7656691594	0.2717453721
112	0.7655674011	0.2712306701
113	0.7660142028	0.2706946419
114	0.7666839704	0.2701988092
115	0.7667221395	0.2697923283
116	0.7672540427	0.269428936
117	0.7673657381	0.2690384643
118	0.7670207427	0.2686439351
119	0.7670886542	0.268066951
120	0.7678500475	0.2676928164
121	0.7683002671	0.2672909066
122	0.7692477086	0.2667418757
123	0.7701142191	0.2661398487
124	0.771144171	0.265620148
125	0.7730376919	0.265010869
126	0.7735352384	0.2644767852
127	0.7739012877	0.2639873418
128	0.7742196624	0.2633348677
129	0.7746869944	0.2628918079
130	0.7755400706	0.2625051907
131	0.7763180494	0.2621504127
132	0.7767620775	0.2616202505
133	0.7772655544	0.261191334
134	0.7773252719	0.2608838704
135	0.7778965843	0.2605578232
136	0.7781607889	0.2601164657
137	0.7788118423	0.2597174465
138	0.7790627232	0.2593776718
139	0.7798781591	0.2589514824
140	0.7804127685	0.2583452661
141	0.7811458112	0.2579016973
142	0.781395743	0.2574865313
143	0.7825001488	0.2571632157
144	0.782783153	0.2564370172
145	0.7832226117	0.2560841952
146	0.7835052683	0.2558036202
147	0.7839009071	0.25535421
148	0.7845859516	0.2550108758
149	0.7845987482	0.2546778802
150	0.78510601	0.2541988506
151	0.7853772587	0.2538977216
152	0.7857201025	0.2534639294
153	0.7862417067	0.2530817701
154	0.7860705733	0.252751646
155	0.7864767702	0.2524235773
156	0.7871045626	0.2520874776
157	0.7876048918	0.2515212109
158	0.7880354411	0.2511637454
159	0.7881068534	0.2508426542
160	0.788635708	0.2505179495
161	0.7893392151	0.2500044853
162	0.7899889079	0.2496510856
163	0.790144112	0.249375352
164	0.7914535541	0.2489985291
165	0.791808778	0.2485551667
166	0.792442677	0.248264507
167	0.7930946695	0.2479688879
168	0.7933978102	0.2476293336
169	0.7939974748	0.2472489567
170	0.794441757	0.2469688265
171	0.7948474657	0.2466051217
172	0.795162693	0.2462567723
173	0.7952012164	0.245951994
174	0.7958950611	0.2457046744
175	0.7967355442	0.2453187087
176	0.7969851421	0.2449830233
177	0.7973438566	0.2446484943
178	0.7976128771	0.2443983868
179	0.7978237318	0.2441264154
180	0.7975614745	0.2438296663
181	0.7985717726	0.243513965
182	0.7989235187	0.2432901472
183	0.7991722716	0.2429436976
184	0.800237129	0.2426124269
185	0.8004980635	0.2423287478
186	0.8011095783	0.2417410409
187	0.8016805272	0.2414952224
188	0.8023592612	0.2412335295
189	0.8025748419	0.2409436639
190	0.8027533986	0.2406930158
191	0.8030203517	0.24034893
192	0.8032044192	0.2401128934
193	0.8038445821	0.2397933341
194	0.8037415449	0.2394135838
195	0.80393826	0.2391517331
196	0.8045700747	0.238581946
197	0.8045883397	0.2383938142
198	0.8048727987	0.2380753485
199	0.806032601	0.2374466426
200	0.8062338138	0.237238222
201	0.8067982565	0.2369798853
202	0.8070119978	0.2366844672
203	0.807308049	0.2364411732
204	0.8073388887	0.2362017882
205	0.8076526939	0.235862389
206	0.8080049721	0.2356878141
207	0.808156736	0.2354551131
208	0.8084412708	0.2349409711
209	0.8088494773	0.2347100787
210	0.8087058721	0.2345090314
211	0.8084253594	0.2342558008
212	0.8090946832	0.2339747186
213	0.8093073819	0.2337048358
214	0.8094588134	0.2335500135
215	0.8097067374	0.2333254636
216	0.809893393	0.23309698
217	0.8102793283	0.2329109095
218	0.8106989134	0.2326630561
219	0.8114774249	0.2321169067
220	0.8119310472	0.2318828493
221	0.8121554418	0.2316308154
222	0.8125866264	0.2313810691
223	0.8126168759	0.2311016391
224	0.8127849901	0.2308227245
225	0.8129618743	0.2306322785
226	0.8132160167	0.2304601947
227	0.8138056132	0.2302832227
228	0.8142785793	0.2300437647
229	0.8142741906	0.2298610327
230	0.8144246095	0.2296627977
231	0.8147080091	0.2294127025
232	0.8146521876	0.229127414
233	0.8150598998	0.2289506951
234	0.8151543921	0.2287763506
235	0.8154590246	0.2285319779
236	0.8155705164	0.2283109775
237	0.8157207145	0.2281085369
238	0.815904866	0.2278800901
239	0.8159565075	0.2276139628
240	0.8163592644	0.2274392328
241	0.8167577943	0.2271229024
242	0.8168472017	0.2268808919
243	0.8169842773	0.2266000682
244	0.8169842773	0.2263402056
245	0.817193784	0.2260920643
246	0.817655173	0.2258970061
247	0.8179160831	0.2256879421
248	0.8179457661	0.2254670609
249	0.8180515332	0.2252470428
250	0.8179237676	0.2250685606
251	0.8179146918	0.2248507476
252	0.8180682763	0.2246523889
253	0.8182993244	0.2244113352
254	0.8185082748	0.2242319617
255	0.8185637293	0.2240162416
256	0.8187800618	0.2237859613
257	0.8188059	0.2236386262
258	0.8188908879	0.2234358211
259	0.8189592129	0.2231981669
260	0.8191124777	0.2229780358
261	0.8192195479	0.222829427
262	0.8192915369	0.2226385226
263	0.8195978284	0.2224556154
264	0.8200791582	0.2223073757
265	0.8200310603	0.2220971142
266	0.8199850818	0.2219204758
267	0.820163895	0.2217563194
268	0.8202191808	0.2215679967
269	0.8206024997	0.2214154731
270	0.8206777384	0.2211959417
271	0.8206224999	0.2210584299
272	0.8207329717	0.2209447799
273	0.8210806751	0.2207474618
274	0.8216616333	0.2205865348
275	0.8222386053	0.2203973943
276	0.8222841019	0.2202202532
277	0.8229737564	0.2199745446
278	0.8229316818	0.2198519729
279	0.8230675658	0.2197097241
280	0.8231678708	0.21950449
281	0.8234653916	0.2192891415
282	0.8236302673	0.2189838517
283	0.8235591719	0.2188219628
284	0.8236400116	0.2186465643
285	0.824176385	0.2184840272
286	0.8242603005	0.2183080177
287	0.8241375586	0.2181556955
288	0.8243509076	0.2179992684
289	0.8244058018	0.2178985285
290	0.8248607772	0.2177440455
291	0.8250123412	0.2175661074
292	0.8250412741	0.217429519
293	0.8253023802	0.2172552074
294	0.8258659971	0.217104084
295	0.8259366219	0.2168956913
296	0.8259913491	0.216743398
297	0.8260360485	0.2165762095
298	0.8261901257	0.2163657417
299	0.8265311308	0.2162167495
300	0.8266303535	0.2160684755
301	0.8269609514	0.2158666937
302	0.827072966	0.215707798
303	0.8270054263	0.2155466877
304	0.8272885083	0.2153715348
305	0.8272885083	0.2151863739
306	0.8270859121	0.2149168978
307	0.827208033	0.2147996751
308	0.8273458615	0.2146062103
309	0.8276158822	0.2144289703
310	0.8278599323	0.2143315527
311	0.8282075469	0.2140057675
312	0.8281816344	0.2137777669
313	0.8281945904	0.2136969097
314	0.8284385022	0.2135204882
315	0.8286434607	0.2132806291
316	0.829185323	0.2131250627
317	0.8292267823	0.212989279
318	0.8292527078	0.212806986
319	0.8292967238	0.2126468575
320	0.8292863253	0.2125194567
321	0.8296515316	0.2123387039
322	0.8297084174	0.2121328709
323	0.8298974035	0.2118849781
324	0.8299696848	0.2117516427
325	0.830065373	0.2115526164
326	0.8303911986	0.2113591748
327	0.8306625814	0.2111747038
328	0.8307062836	0.2109920797
329	0.8305613053	0.210743097
330	0.8305742645	0.2105971782
331	0.830465742	0.210426703
332	0.8306438889	0.2102965428
333	0.8312838499	0.2101035491
334	0.8313250663	0.2100107262
335	0.8314875644	0.2098497614
336	0.8314746042	0.209715958
337	0.8314746042	0.2096392831
338	0.8318147057	0.2094753401
339	0.8318970192	0.2093407653
340	0.8319359017	0.2092034412
341	0.832167516	0.2090717149
342	0.8322497567	0.2088068252
343	0.8324530601	0.2086699301
344	0.8324400986	0.2085745011
345	0.8326152058	0.2083907012
346	0.8327384189	0.2082987641
347	0.8331553662	0.2079107721
348	0.832952326	0.2077517672
349	0.8332482517	0.2075754897
350	0.8333972228	0.2074597115
351	0.8335850503	0.207313514
352	0.8338008386	0.207185726
353	0.834016547	0.207045398
354	0.834178276	0.2069672396
355	0.834178276	0.2068164352
356	0.8343269889	0.2066693718
357	0.8343808734	0.2065981627
358	0.8345963616	0.2064477191
359	0.8347190085	0.2062168651
360	0.8348954383	0.2061143731
361	0.8347209679	0.205980314
362	0.8345873379	0.205857838
363	0.8346690897	0.2057042644
364	0.8350996471	0.2055592921
365	0.8354483014	0.2054209493
366	0.8355298865	0.2052824953
367	0.8357856513	0.2050459656
368	0.8357986248	0.2049436384
369	0.8360023697	0.2048153992
370	0.8360041874	0.2047008335
371	0.8362337262	0.2044833226
372	0.8363151291	0.2043304218
373	0.8363003736	0.2041849561
374	0.8362337262	0.2040733686
375	0.8363947377	0.2039886891
376	0.8366223237	0.2038144045
377	0.8367296008	0.2037433137
378	0.8369147119	0.2035813291
379	0.8371291728	0.2034640314
380	0.8371568205	0.2033439771
381	0.837210418	0.2032136528
382	0.8376649793	0.2030206292
383	0.8378142636	0.2028954276
384	0.8379213239	0.2027596488
385	0.8379878265	0.202641236
386	0.8379764479	0.2024932006
387	0.8381239902	0.2023577727
388	0.8381515302	0.2022581797
389	0.8382180002	0.2021296558
390	0.8383914256	0.2019859207
391	0.8383654669	0.2018993845
392	0.8385663451	0.2017755927
393	0.8383929812	0.2016982395
394	0.8385403869	0.2015966703
395	0.8384609744	0.2014452229
396	0.8385549035	0.2012812773
397	0.8385678814	0.2012161651
398	0.8385549035	0.2010869602
399	0.8385808597	0.2009577619
400	0.8387282049	0.2008492027
401	0.8386488124	0.2006882622
402	0.8386228576	0.2005377128
403	0.8389563745	0.2004061247
404	0.8389838235	0.2002770234
405	0.8391035988	0.2001952793
406	0.8389708455	0.200073565
407	0.839532021	0.1998916231
408	0.8395709612	0.199736324
409	0.839624308	0.1996690491
410	0.8400638881	0.1995373505
411	0.8400379227	0.1993739822
412	0.8403043855	0.1992988535
413	0.8403966163	0.1991044953
414	0.8405031587	0.1989738081
415	0.8406629357	0.1988389677
416	0.840677228	0.1987082257
417	0.8407304716	0.1986016464
418	0.8408356555	0.1984527673
419	0.8409680961	0.1983305123
420	0.8407824159	0.1982038173
421	0.8409291328	0.1980859559
422	0.8412613967	0.1979621781
423	0.841247164	0.1977867514
424	0.8413133556	0.1976623685
425	0.8414729306	0.197558546
426	0.8416596456	0.1974472409
427	0.8419112424	0.1973177719
428	0.8420435122	0.1972357037
429	0.842070657	0.1971146163
430	0.8421084903	0.1969670927
431	0.8422277525	0.1968639591
432	0.8422407502	0.1967207853
433	0.8424933307	0.1965625054
434	0.8426656185	0.1964468061
435	0.8430251729	0.1963079665
436	0.8431052622	0.1961611665
437	0.8433033579	0.1960669168
438	0.8434494093	0.1959557957
439	0.8434634145	0.1958392192
440	0.8434104075	0.1956741072
441	0.8434764149	0.1955933363
442	0.843648409	0.1953821813
443	0.8435434134	0.1952929288
444	0.8436354075	0.1951946513
445	0.843701397	0.1951394559
446	0.8439133005	0.1950176887
447	0.8437693237	0.194888281
448	0.844060113	0.1947748785
449	0.8440861172	0.1946313979
450	0.844178997	0.1945404233
451	0.8444037065	0.1944472039
452	0.844695112	0.1943503756
453	0.8448537527	0.1942270128
454	0.8448667579	0.1941751084
455	0.8451969169	0.1940638595
456	0.8452903947	0.1939432882
457	0.8454618659	0.1938041005
458	0.8456600779	0.1936674303
459	0.8458712192	0.1935450587
460	0.8458314492	0.1934305147
461	0.8462145122	0.1933271063
462	0.8463720258	0.1931764572
463	0.846621955	0.1930698327
464	0.8466486411	0.192984191
465	0.8466883351	0.192833418
466	0.8467937331	0.1927134091
467	0.8470571436	0.1926415019
468	0.8469914579	0.1925140414
469	0.8468470628	0.1923342396
470	0.8470050921	0.1922464321
471	0.8469920803	0.1921374001
472	0.8471897054	0.1920284155
473	0.84743988	0.1918866893
474	0.8474794901	0.1918170397
475	0.847452893	0.1916414602
476	0.8474664777	0.1914209905
477	0.8475847211	0.1913143981
478	0.8474664777	0.1912481935
479	0.8475190954	0.1911408608
480	0.8476113036	0.1910495585
481	0.8475852795	0.1909089656
482	0.8477566254	0.1907986345
483	0.8478878104	0.1907428881
484	0.847835232	0.190648684
485	0.8479008231	0.1904779664
486	0.8480585301	0.1903843918
487	0.8481636442	0.1902737613
488	0.848202688	0.1901695243
489	0.8483603249	0.190068574
490	0.8484653923	0.1899433247
491	0.8484653923	0.1898535317
492	0.8485309355	0.1897228825
493	0.8485964747	0.189675132
494	0.8487275411	0.18941953
495	0.8487934971	0.1892777486
496	0.8486884868	0.189213236
497	0.8487544451	0.189116623
498	0.8489379583	0.1889937549
499	0.8491482537	0.1888917871
500	0.8492397676	0.1887652514
501	0.8495804641	0.1886793642
502	0.8497771185	0.1885573154
503	0.8497247069	0.1884548711
504	0.8497640972	0.1883177513
505	0.8498558844	0.188231998
506	0.8498558844	0.1881914719
507	0.8501178213	0.1880702691
508	0.8502616323	0.1879588309
509	0.8505103807	0.1878392107
510	0.850680412	0.1877470331
511	0.8508634287	0.187635378
512	0.8509552182	0.1875104563
513	0.8510858597	0.1874136113
514	0.8511381474	0.1873153867
515	0.8511381474	0.1872375547
516	0.8510988867	0.1871422207
517	0.8511774034	0.1870445077
518	0.8513864868	0.1869305099
519	0.8514387458	0.1868509056
520	0.8515693066	0.1867324617
521	0.8519088624	0.1866724621
522	0.8520002507	0.1866079672
523	0.8522350909	0.1865170539
524	0.8522091554	0.1863707688
525	0.8523786845	0.1862822515
526	0.8524308421	0.186177079
527	0.8524438712	0.1860973271
528	0.8524569375	0.1859990587
529	0.8526003376	0.1858887694
530	0.8526654999	0.1857863679
531	0.8531344881	0.1856924943
532	0.8533948715	0.1855342352
533	0.8535120244	0.1854535701
534	0.8534599664	0.1854164447
535	0.853446934	0.1852882576
536	0.853446934	0.185190931
537	0.8535119487	0.1851283272
538	0.8537851726	0.1850465793
539	0.8537720367	0.1849333969
540	0.8537720367	0.1848293661
541	0.8539151652	0.1847256489
542	0.8538631508	0.1846788502
543	0.8539671749	0.1846203159
544	0.8539541423	0.1845472041
545	0.8539931146	0.1844381263
546	0.8541750204	0.1843311024
547	0.8542010858	0.1842213455
548	0.8541491001	0.1841230384
549	0.8543830828	0.1840345878
550	0.8543050431	0.1839512542
551	0.854512719	0.183779413
552	0.8545775106	0.1836764966
553	0.8546555132	0.1836060527
554	0.8547982641	0.1834421338
555	0.8549409719	0.1833526972
556	0.8549798426	0.1832197529
557	0.8553560739	0.1831319822
558	0.8554728381	0.1829670163
559	0.8555892884	0.182877992
560	0.855667203	0.1827879121
561	0.8557448024	0.1826621725
562	0.855926348	0.1825422882
563	0.8563668146	0.18245773
564	0.8562762844	0.1824019463
565	0.8561205416	0.1822746217
566	0.8561984142	0.1821815433
567	0.8564182083	0.1821058994
568	0.8565351744	0.1820181769
569	0.8563928948	0.1819191029
570	0.8566517388	0.18182427
571	0.8567295777	0.181733827
572	0.8567939472	0.1816535884
573	0.8569230709	0.1814549114
574	0.8569487144	0.1813474977
575	0.8570008811	0.1812638218
576	0.8570008811	0.1812291022
577	0.8568974235	0.1811415376
578	0.8569621971	0.1810229609
579	0.8570912773	0.1809485911
580	0.8574145242	0.1808447175
581	0.857479253	0.1807628412
582	0.8576212336	0.1806875492
583	0.8578023081	0.1805766471
584	0.8579442035	0.1805207565
585	0.8580474745	0.1804360279
586	0.8580860562	0.1803575853
587	0.8581768219	0.1802764375
588	0.8582545385	0.1802014654
589	0.8582545385	0.1801577565
590	0.8582284414	0.1800907913
591	0.8582284414	0.180058719
592	0.8583186181	0.179970661
593	0.858447922	0.1798942537
594	0.8583963209	0.1798263517
595	0.85856416	0.1797703107
596	0.8587698486	0.1796866466
597	0.8587182807	0.1795735977
598	0.8587182807	0.1795415142
599	0.8587567993	0.1794525961
600	0.8588729702	0.1793606248
601	0.8589238754	0.1792387774
602	0.8591169733	0.1791617196
603	0.8591039244	0.179074444
604	0.8591039244	0.1790410856
605	0.8592200185	0.1789654299
606	0.8592200185	0.1788688791
607	0.8593230452	0.1788260923
608	0.8593237359	0.1787237438
609	0.8593752477	0.1786489805
610	0.8594528588	0.1785368404
611	0.8596334602	0.1784699569
612	0.8596588423	0.1783610571
613	0.8598778056	0.1782569929
614	0.8601089786	0.1781742259
615	0.860380001	0.1780680689
616	0.8604061163	0.1779599792
617	0.8606501362	0.1778689748
618	0.8605856717	0.1777970213
619	0.8605987299	0.177748943
620	0.860663195	0.1776881621
621	0.8606762542	0.1776015374
622	0.8608051739	0.1775075412
623	0.8608687744	0.1773973932
624	0.8607537761	0.1772934441
625	0.8609724007	0.1771888103
626	0.8610237801	0.177103053
627	0.8610237801	0.1770708964
628	0.8610107185	0.1769706977
629	0.8610620931	0.1768743365
630	0.8610107185	0.1768351625
631	0.8613188964	0.1767222148
632	0.8613833061	0.1766236093
633	0.8614850678	0.1765161371
634	0.8614850678	0.1764852459
635	0.861472006	0.1763839191
636	0.8616259746	0.1763317289
637	0.8616259746	0.176239629
638	0.86174166	0.1761557713
639	0.8617668389	0.1760543725
640	0.8617668389	0.1760226017
641	0.8617799015	0.1759105983
642	0.8619720094	0.1758142653
643	0.8619720094	0.1757850784
644	0.8620745669	0.1757292671
645	0.862189178	0.1756026798
646	0.8621248535	0.1755150106
647	0.8623811164	0.1754012455
648	0.8625609472	0.1753379688
649	0.862637264	0.1752321858
650	0.8625468535	0.1751597328
651	0.8625850104	0.1751005078
652	0.8625850104	0.1750720907
653	0.8627386413	0.1750119177
654	0.8628932962	0.1748937374
655	0.8630599261	0.1748039147
656	0.8631492132	0.174700224
657	0.8632003827	0.1746239763
658	0.863226516	0.1745100855
659	0.8634061342	0.1744041399
660	0.8635084334	0.1743359112
661	0.8636607017	0.174239721
662	0.8636607017	0.1742116325
663	0.8637248935	0.1741112059
664	0.8638140585	0.1740408789
665	0.8639293424	0.1739312485
666	0.8639673739	0.1738618068
667	0.864120648	0.173811966
668	0.8641325226	0.1737128379
669	0.8644140015	0.1735994623
670	0.8647202592	0.1735073173
671	0.8647202592	0.1734780695
672	0.8647333308	0.1734496576
673	0.8648484527	0.1733482436
674	0.8648863983	0.1732549092
675	0.8649243393	0.1731828179
676	0.8649492039	0.1730892358
677	0.8649243393	0.1730091217
678	0.8650642786	0.1729228275
679	0.8651034973	0.1728741004
680	0.865090424	0.1728133897
681	0.8651924094	0.172757782
682	0.865205483	0.1726834859
683	0.8653205249	0.1725559319
684	0.865537481	0.1724776347
685	0.8654865175	0.1723759774
686	0.8654472927	0.1722584234
687	0.8654093995	0.1721535648
688	0.8655113303	0.1720746774
689	0.8655113303	0.1720401911
690	0.8656511168	0.1719527299
691	0.8656889864	0.1718602613
692	0.8657399262	0.1717243943
693	0.8659188703	0.1716583365
694	0.8659945568	0.1715643044
695	0.8662112559	0.1714936374
696	0.8662112559	0.1714652396
697	0.8663639251	0.1713912739
698	0.8663770029	0.1713635793
699	0.8662621502	0.1712603684
700	0.8662621502	0.1711097021
701	0.8662752277	0.1710168502
702	0.8662374109	0.1709192391
703	0.8662374109	0.1708895156
704	0.8664409621	0.1708353766
705	0.8665296316	0.1707750067
706	0.8665804987	0.1706767747
707	0.8664017281	0.1704729976
708	0.8664656817	0.1704052213
709	0.8664526039	0.1703357421
710	0.8666938364	0.170246158
711	0.8668086071	0.170156003
712	0.8668086071	0.1701308955
713	0.867061258	0.1700543829
714	0.8672282746	0.1699779993
715	0.86738067	0.1699146183
716	0.8674183782	0.1698582538
717	0.8675199429	0.1698196849
718	0.8675576371	0.1697444763
719	0.8675707184	0.1696400627
720	0.8673545083	0.1695476939
721	0.8674430012	0.1694309783
722	0.8675183953	0.1693768144
723	0.8675314755	0.169288235
724	0.8675053155	0.1692006505
725	0.8677722011	0.1691180338
726	0.8678736916	0.1690130124
727	0.8678360299	0.1689209804
728	0.8678360299	0.1688956319
729	0.867963676	0.1688225532
730	0.8680274934	0.1687565955
731	0.8680782234	0.1686718277
732	0.8680782234	0.1686467219
733	0.8682434703	0.1686090912
734	0.8684462912	0.1685388896
735	0.8684708155	0.1684469993
736	0.8686752115	0.1682735213
737	0.8686752115	0.1682487745
738	0.8685607599	0.1681781236
739	0.8685345892	0.1680966636
740	0.8685966997	0.1680284795
741	0.868609784	0.1679626004
742	0.8686228687	0.1678928661
743	0.8687993724	0.16782366
744	0.869065697	0.1677675832
745	0.8692943815	0.1676808536
746	0.8693449981	0.1676174105
747	0.8694723946	0.1675200776
748	0.8695229979	0.167470335
749	0.8696241909	0.1673608126
750	0.8697628567	0.1672759731
751	0.8698901848	0.1671188837
752	0.8700549644	0.1670325935
753	0.8701055182	0.1669308024
754	0.8701560676	0.166869855
755	0.8704218395	0.1667343281
756	0.8703207812	0.1666315139
757	0.8704480268	0.1665444181
758	0.8704723619	0.1664587243
759	0.8704966933	0.1663483035
760	0.8704592686	0.1663227408
761	0.8706856249	0.1662434228
762	0.8708240021	0.1662092009
763	0.8708240021	0.1661851402
764	0.8710389933	0.1660856521
765	0.8712034643	0.166009668
766	0.8712408189	0.1659136339
767	0.8713043594	0.1658554793
768	0.8713174552	0.1657819064
769	0.8713940893	0.1657368343
770	0.8714445261	0.165668565
771	0.8716220054	0.1655735088
772	0.8717490375	0.1654826777
773	0.8717621372	0.1654294435
774	0.871862954	0.1653845606
775	0.8719133556	0.1653108771
776	0.8719002553	0.1652402532
777	0.8718982544	0.1651237584
778	0.8718982544	0.1650990615
779	0.8718962539	0.1650230649
780	0.8718962539	0.1649966901
781	0.8718831569	0.1649247103
782	0.871832766	0.1648164966
783	0.8717954673	0.1647407694
784	0.8718720579	0.1646655813
785	0.8720977731	0.164596861
786	0.8721481417	0.1645246421
787	0.8722488653	0.164484827
788	0.8721481417	0.1643985792
789	0.8722247031	0.1643374165
790	0.8724040221	0.1642444774
791	0.8723012623	0.1641433919
792	0.8724150699	0.1640658467
793	0.8726929636	0.1639955995
794	0.8727432884	0.1638108089
795	0.872730186	0.1637440913
796	0.8727060662	0.1636615039
797	0.8727563912	0.1636077896
798	0.8727563912	0.1635841471
799	0.8728570276	0.1635076483
800	0.8728549283	0.163440101
801	0.8728549283	0.163365281
802	0.8729183369	0.1633001084
803	0.8728811329	0.1631669526
804	0.8730079486	0.1630727142
805	0.87316096	0.1630021781
806	0.8733249221	0.1628984865
807	0.8733118157	0.1628317525
808	0.873563152	0.1627457957
809	0.873563152	0.162720023
810	0.873563152	0.1626955346
811	0.8737139001	0.1626220851
812	0.8736767628	0.1625387023
813	0.873941052	0.1624865875
814	0.8739781658	0.1624140466
815	0.8741550262	0.1623490941
816	0.8742052313	0.1622842564
817	0.8743295987	0.1622027323
818	0.8744014895	0.1621091511
819	0.8745673772	0.1620375186
820	0.8748181538	0.1619855865
821	0.8748682957	0.1619547765
822	0.8748945195	0.1618775333
823	0.8749577699	0.1617902036
824	0.8749577699	0.1617671827
825	0.8750711457	0.1616654219
826	0.8751343843	0.1615957074
827	0.8752954966	0.1615142689
828	0.8753086104	0.1614746324
829	0.8753086104	0.1614521608
830	0.8753718269	0.1613654874
831	0.8753718269	0.1613285212
832	0.8751976192	0.1612501212
833	0.8752346207	0.1611586077
834	0.8752322768	0.1609769757
835	0.8752453901	0.1608796809
836	0.8753348391	0.1608066212
837	0.8752978469	0.160735204
838	0.8753479541	0.160677085
839	0.8752954966	0.1606093845
840	0.8753086104	0.1605448344
841	0.8754219248	0.1604760668
842	0.8754851334	0.1604135949
843	0.8756222719	0.1603257251
844	0.8756723475	0.1602786758
845	0.8756723475	0.1602482644
846	0.8757116959	0.1601638635
847	0.8756115392	0.1600915446
848	0.8757486508	0.1600151825
849	0.8757486508	0.1599694765
850	0.8758857217	0.1599130663
851	0.8758463736	0.1598658793
852	0.8758225475	0.1598030743
853	0.8760727918	0.1597432668
854	0.8760859088	0.1596870972
855	0.8761359445	0.1596240171
856	0.8762466727	0.1595356989
857	0.87629669	0.1594513968
858	0.8763467029	0.1593864329
859	0.8764598329	0.1593557141
860	0.8767229057	0.1592834173
861	0.8767466458	0.1592178234
862	0.876896551	0.1591595816
863	0.8769333916	0.1590905921
864	0.8769465105	0.1590364202
865	0.8769964655	0.1589623601
866	0.8770095849	0.1588660391
867	0.8772199349	0.158796098
868	0.8772461742	0.1587400175
869	0.8772461742	0.1587176355
870	0.8772592944	0.1586199121
871	0.8774090668	0.1585714422
872	0.8773591471	0.1585388491
873	0.877372268	0.158517287
874	0.877372268	0.1584820074
875	0.8773853894	0.1584468587
876	0.877485225	0.1583685118
877	0.8775719208	0.1583395947
878	0.8775719208	0.1582713441
879	0.877458982	0.158201945
880	0.8774957718	0.1581351575
881	0.877545678	0.1580765292
882	0.8777216138	0.1580173396
883	0.8777084917	0.1579103533
884	0.8777084917	0.1578895971
